X	Y
-8.472200394	54.60320091
-8.485198975	54.60790062
-8.478199005	54.62650108
-8.489099503	54.63440132
-8.587900162	54.60569954
-8.587398529	54.61590004
-8.621599197	54.61810112
-8.60269928	54.62690163
-8.620498657	54.62240028
-8.636499405	54.62890053
-8.642599106	54.64710045
-8.638898849	54.6284008
-8.62899971	54.62220192
-8.681900024	54.61940193
-8.692098618	54.64150047
-8.791099548	54.6604023
-8.781700134	54.69000053
-8.805398941	54.69989967
-8.743900299	54.70770073
-8.7458992	54.7385006
-8.704500198	54.74410057
-8.710998535	54.75589943
-8.674098969	54.76040077
-8.670099258	54.76860237
-8.653999329	54.76939964
-8.651298523	54.77580071
-8.63710022	54.77090263
-8.605199814	54.77960014
-8.540699005	54.76600075
-8.505199432	54.77400017
-8.482898712	54.76920128
-8.505699158	54.77480125
-8.538099289	54.76849937
-8.529399872	54.77650261
-8.5522995	54.78640175
-8.532798767	54.79100227
-8.518400192	54.78440285
-8.483598709	54.79190254
-8.42429924	54.76320076
-8.413999557	54.77449989
-8.473999023	54.79570198
-8.496898651	54.79030037
-8.491800308	54.79780006
-8.500499725	54.79929924
-8.504999161	54.80960274
-8.537099838	54.8159008
-8.524799347	54.82390022
-8.568099976	54.82489967
-8.510299683	54.8281002
-8.515699387	54.83710289
-8.492099762	54.84800148
-8.380298615	54.84729958
-8.394199371	54.8579998
-8.391199112	54.87830162
-8.321998596	54.87330055
-8.310899734	54.88509941
-8.342699051	54.89180183
-8.343898773	54.90749931
-8.380899429	54.90410042
-8.380998611	54.88269997
-8.456899643	54.91130257
-8.452199936	54.94519997
-8.418899536	54.93470192
-8.364398956	54.9484005
-8.413799286	54.95840263
-8.453699112	54.99799919
-8.422498703	55.01120186
-8.400699615	55.00100136
-8.408899307	55.01709938
-8.387899399	55.02420235
-8.406999588	55.03249931
-8.401199341	55.04070091
-8.356300354	55.0394001
-8.346500397	55.05109978
-8.355798721	55.06060219
-8.321899414	55.0673008
-8.319099426	55.11140251
-8.302700043	55.11750221
-8.284799576	55.15970039
-8.162899017	55.146101
-8.153598785	55.16640282
-8.131198883	55.16539955
-8.128700256	55.15490151
-8.171499252	55.14340019
-8.154998779	55.13780022
-8.163000107	55.12540245
-8.136598587	55.12070274
-8.136699677	55.13969994
-8.116498947	55.14999962
-8.125398636	55.16320229
-8.025098801	55.17680168
-8.017700195	55.21170235
-7.981899261	55.22580147
-7.937599182	55.20929909
-7.976999283	55.18800163
-7.951599121	55.19339943
-7.930799484	55.17889977
-7.905698776	55.19190025
-7.893699646	55.17540169
-7.868099213	55.17420006
-7.91119957	55.15400124
-7.857000351	55.16920281
-7.871299744	55.14349937
-7.876298904	55.14960289
-7.892398834	55.14620018
-7.903799057	55.1339016
-7.874300003	55.14380074
-7.863498688	55.1359005
-7.867500305	55.13020134
-7.85890007	55.1305027
-7.867099762	55.12650108
-7.851999283	55.12690163
-7.858499527	55.15710259
-7.833898544	55.16290093
-7.827899933	55.18060112
-7.873199463	55.20170021
-7.868099213	55.22929955
-7.818698883	55.22520256
-7.813400269	55.24760246
-7.789400101	55.2473011
-7.78730011	55.25840187
-7.787899017	55.22340202
-7.804199219	55.21710014
-7.815898895	55.19740105
-7.78319931	55.19210243
-7.805700302	55.17740059
-7.766199112	55.1882
-7.712499619	55.166502
-7.688798904	55.14220238
-7.710599899	55.10140038
-7.691598892	55.10180092
-7.695798874	55.12130165
-7.666500092	55.15770149
-7.68239975	55.17889977
-7.701700211	55.17900276
-7.695299149	55.19149971
-7.703800201	55.18770027
-7.716299057	55.19569969
-7.712299347	55.20210075
-7.696498871	55.19580269
-7.710599899	55.21370125
-7.702199936	55.2241993
-7.722000122	55.22110176
-7.71969986	55.2052021
-7.710399628	55.2064991
-7.720899582	55.19820213
-7.704500198	55.18160057
-7.711698532	55.17490196
-7.709299088	55.16790199
-7.747999191	55.18910027
-7.735300064	55.19529915
-7.770898819	55.19040108
-7.781799316	55.20420265
-7.793899536	55.20459938
-7.798599243	55.21500206
-7.756399155	55.23600197
-7.759698868	55.25639916
-7.701999664	55.24950218
-7.69549942	55.26469994
-7.646099091	55.27990151
-7.60269928	55.23090172
-7.625200272	55.20440102
-7.614999771	55.18959999
-7.571100235	55.17970085
-7.572198868	55.16589928
-7.520999908	55.13910103
-7.518199921	55.10960197
-7.531999588	55.09219933
